K1 Pt                          K2 Pt                           Phi Pt                         Delta Pt
7.5686045633e-01               7.3366430110e-01               1.4692783851e+00               2.1246372281e-02
5.4330862609e-01               6.2525229419e-01               1.1414291870e+00               2.7131733315e-02
1.0718548340e-01               6.9539058226e-02               8.9008768419e-02               8.7715773210e-02
1.2402405137e-01               2.9876567569e-01               4.1177862870e-01               1.1011098358e-02
3.0482774050e-01               3.8563992286e-01               6.4668347281e-01               4.3784190555e-02
2.2638078886e-01               1.4115914473e-01               3.5369368257e-01               1.3846251023e-02
1.8998700240e-01               7.1973221914e-02               1.2516850994e-01               1.3679171437e-01
4.2689639694e-01               5.8346404008e-01               9.9976101134e-01               1.0599425683e-02
4.1110114288e-01               4.3980716486e-01               8.2698926449e-01               2.3919043242e-02
3.4747298840e-02               7.6402060984e-02               1.0108532309e-01               1.0064036733e-02
1.9759550157e-01               2.2246248495e-01               3.3672973697e-01               8.3328249543e-02
2.2407247821e-01               2.1731068837e-01               3.5917348866e-01               8.2209677917e-02
5.6165117446e-01               3.2543452968e-01               8.7661649295e-01               1.0469211184e-02
1.2714002486e-01               1.2787964846e-01               6.5832003065e-03               2.4843647302e-01
7.3848948928e-01               8.3160448795e-01               1.5513902008e+00               1.8703776406e-02
2.4822339651e-01               2.5045336178e-01               4.2722982348e-01               7.1446934817e-02
2.3099910632e-01               2.1720003160e-01               4.2911842799e-01               1.9080709934e-02
1.7265653184e-01               2.6008936672e-01               4.0351760289e-01               2.9228295664e-02
1.3016757611e-01               2.1526462195e-01               2.6750676112e-01               7.7925436932e-02
6.5876990449e-01               8.4850985094e-01               1.4921958911e+00               1.5083864308e-02
5.4227198721e-01               5.1782996416e-01               1.0317930011e+00               2.8308950253e-02
2.0173011680e-01               1.0025705806e-01               2.7239133872e-01               2.9595836133e-02
4.5615873717e-01               3.3456472658e-01               7.7801296570e-01               1.2710498048e-02
1.5936691888e-01               7.5306323155e-02               2.2918881502e-01               5.4844270174e-03
4.0524223009e-01               3.6929905670e-01               7.4930934322e-01               2.5231943571e-02
3.2408976832e-01               4.8525093505e-01               7.8422552579e-01               2.5115177583e-02
3.1222928134e-01               5.8642884431e-01               8.8537646149e-01               1.3281664153e-02
2.1370860693e-01               4.0373299020e-01               5.8565671526e-01               3.1784881863e-02
1.0696707669e-01               9.8246288078e-02               6.6890896696e-02               1.3832246808e-01
1.0787652807e-01               1.2669928675e-01               2.2772408289e-01               6.8517319354e-03
2.1055339747e-01               1.9601018663e-01               3.8606639731e-01               2.0497186795e-02
5.8600955582e-01               8.4439274948e-01               1.4159290052e+00               1.4473300072e-02
2.6103480311e-01               2.6168652169e-01               4.8251706667e-01               4.0204258133e-02
1.1857978172e-01               2.6268654782e-01               3.7336422312e-01               7.9021064124e-03
8.2488301391e-02               1.7326884104e-01               1.5268634170e-01               1.0307080073e-01
3.8476727701e-01               5.1487685048e-01               8.9004384787e-01               9.6002796187e-03
1.3353784276e-01               1.0933165195e-01               1.2753119867e-01               1.1533829605e-01
2.2864948071e-01               4.4850015733e-01               6.6706271482e-01               1.0086923218e-02
5.1427121316e-01               3.1741831523e-01               8.1830043810e-01               1.3389090286e-02
1.9421154835e-01               2.2156786538e-01               3.6548446024e-01               5.0294953491e-02
8.8917795540e-02               6.5896794798e-02               2.3909860534e-02               1.3090472980e-01
1.5108279905e-01               1.4067875758e-01               2.2407813984e-01               6.7683416785e-02
4.0165633246e-01               1.3781363563e-01               5.3335454062e-01               6.1154274733e-03
1.3873305941e-01               1.5652026075e-01               1.4636560785e-01               1.4888771231e-01
2.3041950550e-01               3.7021410734e-01               5.7747972588e-01               2.3153886958e-02
3.7165754459e-01               4.4838971268e-01               7.8666404928e-01               3.3383207990e-02
3.2867323492e-01               3.9780170016e-01               6.8235187367e-01               4.4123061405e-02
9.7118267632e-02               1.5625715318e-01               6.0315736426e-02               1.9305968439e-01
1.2334146336e-01               6.6915176189e-02               1.7497807685e-01               1.5278562703e-02
3.7305651035e-01               4.9066803628e-01               8.3760990481e-01               2.6114641820e-02
5.9362687107e-01               4.6195690343e-01               1.0277945813e+00               2.7789193158e-02
3.7244586236e-01               4.3099746883e-01               7.7020136928e-01               3.3241961913e-02
4.0848598949e-02               5.6735180931e-02               2.7644012227e-02               6.9939767653e-02
2.6479865694e-02               1.9871402521e-01               1.9884462933e-01               2.6349261577e-02
6.3783727354e-01               7.2176902581e-01               1.3370379210e+00               2.2568378358e-02
8.8345870115e-01               7.3337517133e-01               1.5988513807e+00               1.7982491777e-02
4.5211851219e-01               2.5332130538e-01               6.7903672107e-01               2.6403096502e-02
1.6028017047e-01               1.7392480937e-01               2.7247729055e-01               6.1727689280e-02
1.1010305114e-01               1.6843781987e-01               1.2073771913e-01               1.5780315189e-01
2.2804623811e-01               2.1243567599e-01               4.1310765991e-01               2.7374254191e-02
7.9222103075e-02               1.1523447329e-01               5.2689706841e-02               1.4176686953e-01
7.2853424573e-01               6.0360714450e-01               1.3093338218e+00               2.2807568413e-02
9.5128508612e-02               1.0043691065e-01               9.0960401402e-02               1.0460501786e-01
1.4052876424e-01               1.8582750143e-01               2.8552477583e-01               4.0831489838e-02
1.2860638660e-01               1.1939092383e-01               7.8428822179e-02               1.6956848825e-01
7.0843144683e-01               5.5851598658e-01               1.2456702128e+00               2.1277220588e-02
6.2014601936e-01               6.4297662639e-01               1.2419358550e+00               2.1186790748e-02
5.8142965084e-01               4.1395484174e-01               9.6983239000e-01               2.5552102584e-02
4.7431746105e-01               5.4524926890e-01               1.0021026247e+00               1.7464105260e-02
8.1049131530e-01               9.2152798104e-01               1.7140540783e+00               1.7965218066e-02
1.5209343655e-01               6.2462792661e-02               1.0857910303e-01               1.0597712618e-01
4.7618417764e-01               2.6357576934e-01               7.1450059031e-01               2.5259356672e-02
5.8440670163e-01               3.6674422675e-01               9.2941158283e-01               2.1739345547e-02
3.3877166482e-01               3.6734066542e-01               6.5814326845e-01               4.7969061793e-02
1.7015777373e-01               1.0096957093e-01               1.2038798247e-01               1.5073936218e-01
2.8448995165e-01               1.2776341792e-01               3.5576624204e-01               5.6487127523e-02
2.8302797207e-01               5.3867989169e-02               3.3027712746e-01               6.6188337804e-03
5.5010348936e-01               4.1936079295e-01               9.4366835557e-01               2.5795926743e-02
1.7811850654e-01               1.1801038269e-01               1.5896124394e-01               1.3716764529e-01
6.0040925038e-01               6.3796141917e-01               1.2185918044e+00               1.9778865182e-02
2.4689621988e-01               9.8169871337e-02               3.1445659400e-01               3.0609497218e-02
4.4944473687e-01               6.7988958175e-01               1.1123126910e+00               1.7021627593e-02
8.3103489859e-01               8.2453068559e-01               1.6364600320e+00               1.9105552148e-02
4.0929127287e-01               2.1811139291e-01               6.2009754183e-01               7.3051239577e-03
2.3535472182e-01               1.2742212183e-01               2.7546747165e-01               8.7309371989e-02
2.7570383865e-01               3.3462088448e-01               6.0358331047e-01               6.7414126643e-03
1.4098744732e-01               1.1284870550e-01               5.9802268171e-02               1.9403388465e-01
9.3873833370e-02               1.2279435063e-01               3.5029683174e-02               1.8163850083e-01
1.0262809906e-01               6.9232709888e-02               3.9243870130e-02               1.3261693882e-01
3.7557821438e-01               1.8481609064e-01               5.2958947646e-01               3.0804828561e-02
1.1753009722e-01               9.0232922646e-02               2.7657396935e-02               1.8010562293e-01
7.3624913846e-02               1.9580513442e-01               1.5928767403e-01               1.1014237424e-01
2.7926671698e-01               4.6257435817e-01               7.2060249854e-01               2.1238576617e-02
3.7031448097e-01               3.0220429753e-01               6.4128877811e-01               3.1230000391e-02
2.3467664012e-01               1.4347040685e-01               3.5626070418e-01               2.1886342792e-02
7.0957589451e-01               7.0331501925e-01               1.3919452615e+00               2.0945652230e-02
6.5904374661e-01               4.6493095603e-01               1.1061298495e+00               1.7844853155e-02
6.5296222225e-01               8.1136954380e-01               1.4445158647e+00               1.9815901391e-02
8.0158691485e-02               2.8754043718e-01               3.3531062369e-01               3.2388504975e-02
4.7135657503e-01               2.1283279691e-01               6.6926532132e-01               1.4924050623e-02
1.4365274428e-01               2.4207096816e-01               3.3765874399e-01               4.8064968445e-02
9.9997161015e-02               6.0255809850e-02               6.0303555889e-02               9.9949414976e-02
4.4015069677e-01               4.5793313794e-01               8.6236664338e-01               3.5717191334e-02
3.2937858848e-01               1.8003376520e-01               4.6524519239e-01               4.4167161293e-02
8.9181920776e-02               2.7738269367e-01               3.5253568312e-01               1.4028931328e-02
1.8508879881e-01               9.1729395736e-02               2.1753982841e-01               5.9278366137e-02
3.9699376075e-01               5.3873201991e-01               9.1819555184e-01               1.7530228822e-02
3.0150269144e-01               3.2010929472e-01               5.7539854703e-01               4.6213439122e-02
1.3024825560e-01               8.5345032525e-02               4.5399005269e-02               1.7019428285e-01
3.5557611369e-01               4.2064512697e-01               7.6578983750e-01               1.0431403165e-02
7.8981597891e-01               6.8902492799e-01               1.4598137717e+00               1.9027135170e-02
9.8596268701e-02               1.0929899538e-01               2.5051249063e-02               1.8284401502e-01
2.5528975466e-01               1.0290710309e-01               3.4716368325e-01               1.1033174508e-02
4.2199975518e-01               6.2489705679e-01               1.0339833050e+00               1.2913506927e-02
2.6898250900e-01               5.0767757846e-01               7.6357097618e-01               1.3089111281e-02
1.9784439993e-01               1.9227201661e-01               3.7747543933e-01               1.2640977205e-02
2.0296243490e-01               1.4437140450e-01               2.4193930551e-01               1.0539453389e-01
3.0135388057e-01               1.7786722043e-01               4.3602371863e-01               4.3197382382e-02
2.2389984127e-01               8.8269807695e-02               2.8160691278e-01               3.0562736188e-02
6.5118062337e-01               5.4582017702e-01               1.1710252467e+00               2.5975553691e-02
7.2388878824e-01               6.2940804781e-01               1.3304361423e+00               2.2860693758e-02
3.1581355911e-02               6.4677090930e-02               8.4375458835e-02               1.1882988006e-02
1.3215577411e-01               1.2492419201e-01               1.4285776133e-02               2.4279418998e-01
3.8968371781e-01               2.7186872308e-01               6.3683355604e-01               2.4718884847e-02
1.0611186388e-01               1.5661636501e-01               2.4979233887e-01               1.2935890025e-02
2.6235102442e-01               3.8601648228e-01               6.1409912255e-01               3.4268384145e-02
1.0358716702e-01               3.2780785141e-01               4.2282282065e-01               8.5721977750e-03
1.5331808155e-01               1.3832520014e-01               2.8685938978e-01               4.7838919123e-03
3.0406113210e-01               1.0905138489e-01               4.0330126959e-01               9.8112474004e-03
3.9095467560e-01               5.1354177368e-01               8.8323581408e-01               2.1260635192e-02
1.2155439270e-01               3.1359857894e-01               4.0701501151e-01               2.8137960118e-02
2.3987799341e-01               1.1618794299e-01               2.7423195182e-01               8.1833984582e-02
3.9217734660e-01               5.8131212268e-01               9.4874847771e-01               2.4740991568e-02
3.9395984622e-01               5.4073615895e-01               9.2525788969e-01               9.4381154790e-03
4.2018716377e-01               1.8969574368e-01               5.8728731698e-01               2.2595590467e-02
5.0420981787e-01               3.6945153139e-01               8.4105160113e-01               3.2609748125e-02
4.0789988354e-02               2.9150393179e-01               3.2058197968e-01               1.1711940465e-02
5.2657595068e-01               5.3112576509e-01               1.0263160535e+00               3.1385662224e-02
7.7522976785e-02               1.7559905946e-01               1.3267420454e-01               1.2044783170e-01
4.4937988435e-02               7.9117340242e-02               5.8699827776e-02               6.5355500902e-02
3.6640216239e-01               6.0308401514e-01               9.5044705545e-01               1.9039122085e-02
6.0876594810e-01               7.6152135212e-01               1.3490070528e+00               2.1280247402e-02
5.0335120253e-01               7.7187521242e-01               1.2608021314e+00               1.4424283505e-02
1.8781386626e-01               1.6829733610e-01               3.4060363478e-01               1.5507567584e-02
4.5255179018e-01               5.4405757903e-01               9.8240708061e-01               1.4202288605e-02
9.4226374662e-02               2.0199735852e-01               2.1966787844e-01               7.6555854744e-02
7.4502431675e-01               5.7957102035e-01               1.3079102475e+00               1.6685089570e-02
5.7013780401e-01               5.5922774817e-01               1.1004965596e+00               2.8868992550e-02
1.1890501299e-01               1.9355031080e-01               2.8482036372e-01               2.7634960065e-02
2.8426669786e-01               2.3862274122e-01               5.1246431064e-01               1.0425128439e-02
6.0904253685e-01               6.7426530788e-01               1.2622321665e+00               2.1075678279e-02
1.6696392545e-01               1.0696681113e-01               2.1763554941e-01               5.6295187170e-02
2.8427801831e-01               2.5296182220e-01               4.7677671540e-01               6.0463125107e-02
2.9921512206e-01               2.7513456742e-01               5.3766341484e-01               3.6686274650e-02
4.8611191095e-01               7.3279954323e-01               1.2017166085e+00               1.7194845678e-02
3.1061074507e-01               5.7360828688e-02               3.6029629332e-01               7.6752804308e-03
4.2199711097e-02               2.4356924504e-01               2.3538644978e-01               5.0382506356e-02
2.2307787912e-01               3.3510321299e-01               5.1167440735e-01               4.6506684767e-02
4.6828678766e-01               4.7543870559e-01               9.3176757113e-01               1.1957922117e-02
2.7818777467e-01               3.4902516784e-01               6.1007201465e-01               1.7140927853e-02
9.0586602472e-02               1.2167803892e-01               2.0958965073e-01               2.6749906599e-03
1.9648494491e-01               1.3104860761e-01               2.8363316836e-01               4.3900384161e-02
5.9271791456e-02               1.7111251599e-01               2.2743575472e-01               2.9485527286e-03
2.1705234965e-01               2.5957763781e-01               4.6373979038e-01               1.2890197086e-02
2.9323961825e-01               1.5531468532e-01               4.4390359669e-01               4.6507068769e-03
2.3420475414e-01               7.1799758752e-02               2.3194965749e-01               7.4054855400e-02
2.2747944133e-01               4.6602138352e-01               6.7443851840e-01               1.9062306455e-02
2.3223246830e-01               1.3979044568e-01               2.8550478099e-01               8.6518132993e-02
6.6332976744e-01               5.7900094910e-01               1.2209229834e+00               2.1407733127e-02
4.2111487144e-01               5.3980947213e-01               9.4507236739e-01               1.5851976182e-02
5.2819267202e-02               1.8793959563e-01               1.9927637846e-01               4.1482484365e-02
6.0402355093e-01               6.9324991660e-01               1.2793058635e+00               1.7967604075e-02
7.0379015829e-01               5.2695477706e-01               1.2125519134e+00               1.8193021926e-02
7.5450873189e-01               6.4321165843e-01               1.3807034108e+00               1.7016979542e-02
2.6653298262e-01               2.2468248001e-01               4.8507858023e-01               6.1368824014e-03
4.8784633177e-02               4.3014438519e-02               1.4776183323e-02               7.7022888373e-02
6.6780385827e-01               7.2122608728e-01               1.3689955229e+00               2.0034422678e-02
1.0831481030e-01               1.1091085254e-01               7.9625231448e-02               1.3960043139e-01
2.8243445878e-01               2.6695930534e-01               4.8872884269e-01               6.0664921439e-02
4.1115355475e-01               4.2449965195e-01               8.1985920698e-01               1.5793999728e-02
3.2667204423e-01               1.2419754032e-01               4.2032760438e-01               3.0541980163e-02
6.7179970943e-01               4.6683081968e-01               1.1190294285e+00               1.9601100616e-02
4.6495268056e-01               2.8224077906e-01               7.1869382660e-01               2.8499633009e-02
1.5207739153e-01               1.1600894479e-01               2.6442133359e-01               3.6650027314e-03
2.2346896312e-01               2.2305807462e-01               3.9372750386e-01               5.2799533889e-02
4.2428938310e-01               2.4588088755e-01               6.3971771144e-01               3.0452559207e-02
2.4437092077e-01               2.4070111217e-02               2.2868474930e-01               3.9756282687e-02
1.0419627111e-01               1.1291639633e-01               8.7202309043e-03               2.0839243653e-01
5.7059945523e-01               7.1348553485e-01               1.2619576709e+00               2.2127319158e-02
4.1762069953e-01               5.6263372992e-01               9.6468036169e-01               1.5574067759e-02
2.1857224571e-01               1.5349211305e-01               2.8167808450e-01               9.0386274260e-02
4.5624484934e-02               4.8837032833e-02               5.0202447788e-03               8.9441272988e-02
1.0558510628e-01               7.2442645472e-02               1.1724592137e-01               6.0781830381e-02
9.8754851337e-02               9.9210729308e-02               1.1179744028e-01               8.6168140360e-02
1.1252211542e-01               3.1815003007e-01               3.9852463962e-01               3.2147505869e-02
1.0182456346e-01               1.4173493453e-01               1.3074652088e-01               1.1281297711e-01
1.3916617252e-01               9.3363326268e-02               4.6148818073e-02               1.8638068071e-01
1.2198317339e-01               1.2352857740e-01               1.2309635934e-02               2.3320211485e-01
3.7949252580e-01               3.6703961232e-01               7.1403725320e-01               3.2494884917e-02
2.2574426797e-01               1.8979661331e-01               3.9610019511e-01               1.9440686171e-02
9.8203633569e-02               3.1549770171e-01               3.8256306250e-01               3.1138272783e-02
1.2233498827e-01               3.0897503824e-01               4.0414893724e-01               2.7161089267e-02
6.4715708729e-01               8.6510683507e-01               1.4950285782e+00               1.7235344157e-02
5.4797111279e-01               4.5831914047e-01               9.8646909336e-01               1.9821159909e-02
1.1253337624e-01               8.0030361956e-02               1.3978465934e-01               5.2779078857e-02
4.7729301341e-01               5.9446880186e-01               1.0559661175e+00               1.5795697813e-02
1.1038560375e-01               1.4502621756e-01               3.4814968037e-02               2.2059685328e-01
4.1674686483e-01               2.8507571573e-01               6.7967947742e-01               2.2143103131e-02
4.7081482570e-01               4.2788937813e-01               8.7159124991e-01               2.7112953917e-02
2.5778517961e-01               3.8529856318e-01               6.0866591069e-01               3.4417832103e-02
1.8614284721e-01               2.9788511401e-01               4.2495513652e-01               5.9072824694e-02
7.4364738369e-02               1.2036769245e-01               1.5576261034e-01               3.8969820475e-02
1.1537451589e-01               1.4432925957e-01               1.8896050294e-01               7.0743272525e-02
2.8448421987e-01               4.6219658473e-01               7.2887648939e-01               1.7804315201e-02
3.7320381528e-01               1.7479257091e-01               5.3596403788e-01               1.2032348317e-02
4.1902851802e-01               3.0765823836e-01               6.9423436568e-01               3.2452390706e-02
5.7623393559e-02               2.1993426122e-01               2.5264912964e-01               2.4908525144e-02
7.7012453030e-02               3.0592663336e-02               8.4691882986e-02               2.2913233380e-02
7.6608200570e-02               9.2384115605e-02               1.6597997242e-01               3.0123437548e-03
2.5238648909e-01               3.0510073837e-01               5.2780465462e-01               2.9682572839e-02
5.8100053256e-01               5.8834048400e-01               1.1407661888e+00               2.8574827761e-02
3.8437226634e-01               1.6338882706e-01               5.2139378386e-01               2.6367309541e-02
8.4277989719e-01               7.6360977285e-01               1.5874553436e+00               1.8934326425e-02
3.4333514086e-01               3.0682762334e-01               6.1178618454e-01               3.8376579664e-02
1.0943227015e-01               2.6768428689e-01               3.4368605703e-01               3.3430500011e-02
7.1814348919e-02               1.0781777840e-01               3.7479947298e-02               1.4215218002e-01
1.5044268427e-01               7.4057427456e-02               1.5575552193e-01               6.8744589793e-02
1.6209596285e-01               9.4097667965e-02               7.0740817533e-02               1.8545281328e-01
5.0314706052e-01               2.8741251860e-01               7.8222712299e-01               8.3324561300e-03
4.4942196344e-01               2.3648089645e-01               6.6037441254e-01               2.5528447360e-02
1.6573165876e-01               1.0588872132e-01               2.4973751742e-01               2.1882862664e-02
5.7226234208e-01               4.1687802725e-01               9.6717385836e-01               2.1966510976e-02
2.6337104273e-01               2.1628546506e-01               4.3046101948e-01               4.9195488309e-02
2.7693800248e-01               3.8908957692e-01               6.4544461531e-01               2.0582964085e-02
1.9166649947e-01               2.6603758372e-01               4.4642651861e-01               1.1277564580e-02
6.3695295367e-01               6.9916643315e-01               1.3221846413e+00               1.3934745507e-02
1.1945897200e-01               1.1399961207e-01               1.3904335045e-01               9.4415233623e-02
2.5555733416e-01               1.7398077981e-02               2.5212721583e-01               2.0828196313e-02
3.2155935143e-01               4.5111756850e-01               7.4714165393e-01               2.5535266005e-02
1.8996499949e-01               3.0351729960e-01               4.8063564836e-01               1.2846650726e-02
1.3419809448e-01               1.4972138762e-01               2.7047810757e-01               1.3441374534e-02
2.6233153983e-01               3.1852620474e-01               5.5140065740e-01               2.9457087168e-02
8.9106947239e-02               3.6957300838e-02               1.1048873594e-01               1.5575512136e-02
6.0415147595e-02               7.8474663615e-02               1.2470938048e-01               1.4180430732e-02
8.9382787030e-01               8.4242380309e-01               1.7175925927e+00               1.8659080685e-02
4.8700233212e-01               5.0044278367e-01               9.7608904070e-01               1.1356075094e-02
4.5289437344e-01               4.5899024809e-01               8.7840948727e-01               3.3475134266e-02
5.5503643154e-01               6.1459963550e-01               1.1499990623e+00               1.9637004745e-02
1.6194246168e-01               1.1851244250e-01               2.5834638829e-01               2.2108515883e-02
1.6290325568e-01               2.5492851028e-01               3.4177007880e-01               7.6061687163e-02
4.1391628780e-01               5.9893586959e-01               9.9128604537e-01               2.1566112019e-02
4.1225757923e-01               1.5922829829e-01               5.6183420488e-01               9.6516726346e-03
1.3831554538e-01               1.3099921834e-01               8.0413488395e-02               1.8890127532e-01
2.7956169551e-01               1.8085310318e-01               4.4812135978e-01               1.2293438918e-02
1.7906208438e-01               1.9605189381e-01               3.6639820825e-01               8.7157699491e-03
2.1041175953e-01               1.2799930297e-01               3.3319931255e-01               5.2117499569e-03
7.4050795491e-01               7.7894543474e-01               1.4993512723e+00               2.0102117381e-02
6.4537173100e-01               4.3939431305e-01               1.0730139177e+00               1.1752126343e-02
4.3640543850e-01               4.0927310045e-01               8.1305460978e-01               3.2623929174e-02
4.6848768630e-02               4.8996985744e-02               1.3016666428e-02               8.2829087945e-02
2.3259304436e-01               2.8951588566e-01               4.7094215337e-01               5.1166776653e-02
5.2392016979e-02               1.4017280476e-01               9.1474333754e-02               1.0109048799e-01
6.0946659001e-01               6.7248026880e-01               1.2584238750e+00               2.3522983806e-02
1.7665421378e-01               3.8976509092e-01               5.6056570044e-01               5.8536042713e-03
4.0722098541e-01               3.9430304855e-01               7.7333290863e-01               2.8191125333e-02
2.5418768485e-01               1.2137182220e-01               3.7074659779e-01               4.8129092658e-03
2.3718731317e-01               3.7366180431e-01               5.7907217835e-01               3.1776939119e-02
9.3703122897e-02               1.7678104983e-01               1.3278785976e-01               1.3769631297e-01
1.9573373272e-01               1.7042411124e-01               2.8424025680e-01               8.1917587150e-02
1.9378278619e-01               1.2248986063e-01               2.1018331214e-01               1.0608933468e-01
7.2148610257e-02               2.4171242977e-01               2.4191253315e-01               7.1948506877e-02
2.5454033071e-01               3.0552399742e-02               2.5409579231e-01               3.0996938137e-02
4.1114265909e-01               3.0192941008e-01               6.9841535542e-01               1.4656713750e-02
5.7340205623e-01               7.1583993632e-01               1.2677617232e+00               2.1480269397e-02
8.6432488002e-02               3.8212190197e-02               1.1306449081e-01               1.1580187386e-02
3.6579595800e-01               3.0305362591e-01               6.3772726397e-01               3.1122319938e-02
1.2911547455e-01               6.0448739505e-02               1.7866126082e-01               1.0902953239e-02
5.1431409630e-01               5.8266782810e-01               1.0737485048e+00               2.3233419555e-02
8.4606089550e-01               6.1462488541e-01               1.4458966274e+00               1.4789153531e-02
3.6849119103e-01               2.5228709731e-01               5.7391783491e-01               4.6860453434e-02
3.5156979702e-01               4.1838312868e-01               7.5526544311e-01               1.4687482588e-02
1.4638375679e-01               7.9405923062e-02               1.7589440160e-01               4.9895278248e-02
9.3046092377e-01               8.0077876922e-01               1.7132352198e+00               1.8004473193e-02
1.4365591481e-01               1.5377829525e-01               1.6760280275e-01               1.2983140731e-01
3.3291114046e-01               1.5129522892e-01               4.6362108894e-01               2.0585280434e-02
4.4476216647e-01               5.8052308675e-01               1.0065781788e+00               1.8707074468e-02
6.0385459487e-01               5.9558251276e-01               1.1715440699e+00               2.7893037723e-02
7.5195026814e-01               7.8629223276e-01               1.5168073798e+00               2.1435121133e-02
2.3492569943e-01               2.0120867124e-01               4.1840029574e-01               1.7734074923e-02
1.5845795787e-01               2.4648454980e-01               3.2355735446e-01               8.1385153217e-02
4.3455001163e-01               4.5189309131e-01               8.4930315156e-01               3.7139951388e-02
5.2061394646e-01               7.5216869251e-01               1.2546909430e+00               1.8091696005e-02
2.4128452149e-01               2.3838828158e-01               4.0487995935e-01               7.4792843708e-02
6.8778969680e-02               7.8123394782e-02               4.9567000005e-02               9.7335364457e-02
3.0865093053e-01               3.4143988319e-01               6.1311039188e-01               3.6980421847e-02
1.4358563205e-01               9.0909950308e-02               2.1825797092e-01               1.6237611441e-02
3.6964068840e-02               3.8042246374e-02               5.9258344489e-03               6.9080480765e-02
1.5238268954e-01               2.4212575333e-01               3.1327135730e-01               8.1237085564e-02
8.1794919769e-01               7.8178484023e-01               1.5828957254e+00               1.6838312502e-02
2.3293113818e-01               4.3207484590e-01               6.5511204789e-01               9.8939361853e-03
2.4040429630e-01               3.2078849899e-01               5.1536757729e-01               4.5825217995e-02
1.5858557523e-01               3.5685301561e-01               4.9186063133e-01               2.3577959516e-02
2.9485610254e-01               3.5143333399e-01               5.9616943210e-01               5.0120004434e-02
3.3128129898e-01               3.4707942591e-01               6.3205473493e-01               4.6305989957e-02
3.2966621018e-01               1.3197695303e-01               4.2612290415e-01               3.5520259055e-02
3.3676805032e-01               3.4529838954e-01               6.6947707020e-01               1.2589369665e-02
1.8923446942e-01               3.6305178866e-01               5.4405890637e-01               8.2273517130e-03
7.9754608448e-02               2.4977663248e-01               3.2409144149e-01               5.4397994379e-03
4.3371063718e-01               3.6366182312e-01               7.5726892461e-01               4.0103535685e-02
5.1196746344e-01               2.6461183259e-01               7.6722566800e-01               9.3536280287e-03
5.8228561857e-01               3.5966137484e-01               9.2086703700e-01               2.1079956407e-02
1.4653859356e-01               1.7655424966e-01               2.2058618986e-01               1.0250665335e-01
5.1737817164e-01               2.9042488307e-01               7.9769393517e-01               1.0109119551e-02
5.8636865333e-01               5.6575897046e-01               1.1379235878e+00               1.4204035955e-02
2.9211466367e-01               1.8699913455e-01               4.2844452646e-01               5.0669271761e-02
3.3356205960e-01               3.7632977004e-01               6.9048439330e-01               1.9407436338e-02
6.5776550420e-01               6.7509303763e-01               1.3104750895e+00               2.2383452359e-02
4.0948379092e-01               3.9157508062e-01               7.8520311604e-01               1.5855755494e-02
6.8562163265e-02               7.3365488471e-02               1.5895396179e-02               1.2603225556e-01
8.5269038427e-02               1.4234814546e-01               1.7708825211e-01               5.0528931775e-02
4.3174602927e-01               6.0264278613e-01               1.0158747815e+00               1.8514033928e-02
1.1339295953e-01               1.9985276793e-01               2.7557286978e-01               3.7672857681e-02
1.5254713764e-01               1.9631406362e-02               1.3894850981e-01               3.3230034194e-02
3.6134766661e-01               2.7224836981e-01               5.8590293787e-01               4.7693098553e-02
1.8313407973e-01               2.0765130452e-01               3.1618648024e-01               7.4598904009e-02
3.3849697559e-01               4.2089815395e-01               7.2984864749e-01               2.9546482048e-02
3.9468275628e-01               2.2437686209e-01               6.1089617083e-01               8.1634475402e-03
6.3330331681e-01               4.1286137845e-01               1.0261694144e+00               1.9995280825e-02
1.6068581948e-01               2.7503495336e-01               4.2907736393e-01               6.6434089044e-03
2.7452962727e-02               2.2221585357e-01               2.3537385286e-01               1.4294963439e-02
3.0010073536e-01               1.6969008132e-01               4.5247974353e-01               1.7311073153e-02
4.5667492723e-01               2.3312336557e-01               6.7907362960e-01               1.0724663198e-02
1.4857431866e-01               2.1057176236e-01               2.6126629519e-01               9.7879785827e-02
2.6360690855e-01               3.0348532457e-02               2.8589866992e-01               8.0567710890e-03
1.4942715635e-01               1.7152329968e-01               2.2616215140e-01               9.4788304631e-02
6.7824088762e-01               8.3420902467e-01               1.4973372379e+00               1.5112674383e-02
1.5285506916e-01               9.6065924181e-02               2.1629269730e-01               3.2628296042e-02
2.3805395273e-01               2.7610171269e-01               4.9748257140e-01               1.6673094021e-02
7.5642884619e-02               2.9925703381e-01               3.4416980550e-01               3.0730112935e-02
5.1625105902e-02               6.8965671747e-02               1.1779655795e-01               2.7942197013e-03
2.0312774183e-01               1.0167244835e-01               2.9551744383e-01               9.2827463517e-03
3.5841222930e-01               6.4949155721e-01               9.9763053611e-01               1.0273250400e-02
1.5188005984e-01               3.1244838535e-01               4.4667307365e-01               1.7655371532e-02
5.9973648125e-01               4.7461287347e-01               1.0563218535e+00               1.8027501236e-02
8.7889938187e-02               9.4542774466e-02               1.5881512505e-01               2.3617587606e-02
2.6130953217e-01               2.1363020537e-01               4.3468807391e-01               4.0251663627e-02
4.2825541423e-01               4.4967908966e-01               8.6349486500e-01               1.4439638893e-02
2.8258599860e-01               2.8621918323e-01               5.1200378711e-01               5.6801394715e-02
1.0588064561e-01               9.5762353263e-02               1.6644740526e-01               3.5195593619e-02
